"S No","Name","Author","Circulation Status","Reading Level","Basket Number","Comments"
1396,"Mommy Always Loves You","Trace moroney","Yes",1,"2H",
1397,"Jack And The Beanstalk  ","Martin Salisbury","Yes",1,"3S",
1398,"Itsy Bitsy Spider","Jan Smith","Yes",1,"1P","Missing"
1399,"Polly Put The Kettle On","Roxanne Ressler","Yes",5,"2E",
1400,"Click,Clack,Moo Cows That Type","Doreen Cronin","Yes",2,"3G",
1401,"What Can You See ?","Merri Gutierrez","Yes",5,"1U",
1402,"Green Gum","Susan Oliver","Yes",2,"1P",
1403,"I Love You So Much","Carl Norac","Yes",2,"3D",
1404,"The Giant Takes a Bath","Barbara Mitchelhill","Yes",3,"3F",
1405,"Morriss's Disappearing Bag","Rosemary Wells","Yes",4,"5K",
1406,"Lizzy The Bee","Susan Oliver","Missing",1,"4J",
1407,"Birthday Card","Maire Buonocore","Yes",2,"3I",
1408,"Biscuit's Big Friend","Alyssa Satin Capucilli","Yes",4,"2K",
1409,"Little Penguin's Rainy Day","Margaret Ryan","Yes",2,"3D",
1410,"Brave Dave And Jane","Claudia Bailey","Yes",4,"2C",
1411,"Spot joins The Parade","Eric Hill","Yes",1,"1M",
1412,"Green Eggs And Ham","Dr.Seuss","Yes",3,"3K",
1413,"My Snowman","Claudia Bailey","Yes",4,"2M",
1414,"Forg And Toad Together","Arnold Lobel","Yes",4,"1M",
1415,"Morris The Moose","B.Wiseman","Yes",2,"4P",
1416,"Danny And The Dinosaur","Syd Hoff","Yes",5,"4T",
1417,"The Danny And The Dinosaur Treasury","Syd Hoff","Yes",4,"2U",
1418,"Thomas And The School Trip","Rev.W.Awdry","Yes",2,"2V","Check basket"
1419,"The Time Song","Rozanne Lanczak Williams","Yes",4,"5V",
1420,"Berenstains","Stan & Jan Berenstain","Yes",3,"1T",
1421,"Noddy The Goblins And The Naughty Trick ","Eind Blyton","Yes",1,"2U",
1422,"Hi Fly Guy","Tedd Arnold","Yes",2,"1R",
1423,"The Haunted House","Joy Cowley","Yes",3,"1K",
1424,"The Giving Bear","Isabel Gaines","Yes",4,"1S",
1425,"The Berenstains B Book","No…..","Yes",1,"3I",
1426,"Paws And Claws","Brica farber And J R.Sansevere","Yes",4,"5O",
1427,"Jack And The Beanstalk","Kit Schorsch","Yes",4,"5F",
1428," The Early Bird","Richard Scarry's","Yes",1,"5A",
1429,"How Do Dinosaurs Learn To Read ?","Jane Yolen ","Missing",5,"4Z",
1430,"A Perfect Fit","Mary Ann Dasgupta","Yes",3,"3J",
1431,"The Best Way To Play","Bill Cosby","Yes",3,"4H",
1432,"Soccer Game","Grace Maccarone","Yes",4,"1Z",
1433,"Max's Birthday","Debra Landry","Yes",4,"1M",
1434,"Henry And Mudge And The Best Day Of All","Cynthia Rylant","Yes",4,"5A",
1435,"Mosquito Bites","Peter Hayes","Yes",2,"2W",
1436,"Wet Pets","Grace Maccarone","Yes",3,"4O",
1437,"Little Bear","Else Holmelund Minarik","Yes",4,"4W",
1438,"Sandcastle","Mick Inkpen","Yes",3,"2T",
1439,"Fun With Dick And jane","No…..","Missing",1,"2G",
1440,"Max's Answer","Clare Mishica","Yes",1,"3V",
1441,"The Teeny Tiny Woman ","Jane O'Connor","Missing",2,"3H",
1442,"Biscuit Finds a Friend","Alyssa Satin Capucilli","Yes",2,"2K",
1443,"Away We Go","No…..","Yes",3,"3I",
1444,"And I Mean It Stanley","Crosby Bonsall","Yes",5,"3F",
1445,"Morris Goes To School","B.Wiseman","Yes",1,"2Z",
1446,"The Prince's Tooth Is Loose","Harriet Ziefert","Yes",4,"3X",
1447,"Animal Families","Lindy Norton","Yes",5,"2S",
1448,"Have You Seen The Tooth Fairy ?","Gracie R.Parter","Yes",4,"5H",
1449,"Wake Me In Spring","James Preller","Yes",1,"1S",
1450,"Good Night Moon","Margaret Wise Brown","Yes",3,"2N",
1451,"How Do Dinosaurs Learn To Read ?","Jane Yolen ","Yes",1,"3B",
1452,"Forggy's bAby Sister","Jonathan London","Yes",2,"1F",
1453,"Alphabears An A B C Book","kathleen Hague","Yes",5,"5G",
1454,"Oh,Brother Someone's Messy","Betty Birney","Yes",4,"5F",
1455,"Judy John And Jean","W.Cabell Greet","Yes",5,"3L",
1456,"Diggers And Dumpers","Nicola Tuxworth","Yes",5,"1B",
1457,"Small Bear Lost","Martin Waddell","Yes",3,"4K",
1458,"Easy To Read Stories","No…..","Missing",4,"3F",
1459,"Machines","Tony Wells","Yes",1,"4X",
1460,"Hi,Pizza Man","Virginia Walter","Yes",3,"2B",
1461,"My Cat Ginger ","Jan Wahl","Yes",1,"5Z","Damage "
1462,"The Wizard","Bill Martin J R","Yes",3,"5D",
1463,"Favorite Story Time Tales","No…..","Yes",2,"4X",
1464,"Favorite Story Time Tales(Chicken licken)","No…..","Yes",5,"3W",
1465,"How Far Will it Sail ?","Arthy muthanna Sing","Yes",1,"4T",
1466,"I Spy  Extreme Challenger","Walter Wick","Yes",3,"2F",
1467,"The Tortoise's Tug Of war","Giulio Maestro","Yes",3,"4L","Check basket"
1468,"Who's At The Door ?","Janathan Allen","Yes",5,"3S",
1469,"Kids Games","Glen Vecchione","Yes",1,"4K","ABCDEFGH"
1470,"Humpty Dumpty","No…..","Missing",4,"5E",
1471,"Famous Five","Enid Blyton","Yes",5,"5Z","White"
1472,"Cinderella","Jon Davis","Yes",3,"2O",
1473,"Broken Ties","Rabindranath Tagore","No",5,"2S","White"
1474,"Tales Of The Panchatantra ( Volume 1)","Dolat Doongaji & A K Lavangia","Yes",2,"4D",
1475,"Mrs.Piggle-Wiggle","Betty MacDonald","Yes",2,"4D","White"
1476,"I0I Pet Jokes","Phil Hirsch with Hope Hirsch","Missing",1,"2M","White"
1477,"Funny Jokes","Arvind Nanda","Yes",1,"1F","White"
1478,"The Ersatz Elevator","Lemony Snicket","Yes",2,"4V","White"
1479,"Midnight magic","Amy Girdon","No",4,"1A","White"
1480,"Animal Adventures","Laura Ingalls Wilder","No",1,"4T","White"
1481,"Harriet's Hare","Dick King-Smith","No",4,"4C","White"
1482,"Goosebubumps ( Stay Out Of The Basement)","R.L.Stine","Yes",5,"5O","White"
1483,"The Sister Club","Megan McDonald","No",2,"3J","White"
1484,"Mrs.Piggle-Wiggle","Betty MacDonald","Yes",4,"2E","White"
1485,"The Magic Finger","Quentin Blake","Yes",4,"4F",
1486,"The Enormous Crocodile","Quentin Blake","Yes",2,"2P",
1487,"Quest For The Cup","Kartina O'Neil","No",4,"1O","White"
1488,"Knowledge","K.Sreenivasaiah B.A","No",1,"1P","White"
1489,"Ellis Island Days","Ellen Weiss","Yes",5,"2X","White"
1490,"The Rupa Book Of Great Suspense Stories","Ruskin Bond","No",4,"4W","White"
1491,"King Arthur And The Knights Of The Round","Howard Pyle","No",4,"1Y","White"
1492,"Clue ( Jr)","Della Rowland","Yes",1,"2E","White"
1493,"Kidnapped","Gordon Korman","No",2,"1Y","White"
1494,"Danger On Midnight River ","Gary Paulsen","No",5,"5H","White"
1495,"Charlie & The Rocket Boy","Hilary Mckay","Yes",1,"5S","White"
1496,"Bloomin Rainforests","Anita Ganeri","No",2,"1T","White"
1497,"Charlotte's Web","E.B.White","No",3,"4Z","White"
1498,"Ladakh Adventure","Deepak Dalal","No",3,"2H","White"
1499,"Noddy Treasury","Enid Blyton","Yes",2,"2P",
1500,"Surprise For a Princess","Jennifer liberts Weinberg","Missing",3,"3D",
1501,"Misty Of Chincoteague","Marguerite Henry","No",1,"5U",
1502,"The Night Before Summer Camp","Natasha Wing","Yes",2,"4A","Check basket"
1503,"In And Out","No…..","Missing",1,"2W","Damage "
1504,"Ten Little Ladybugs","Melanie Gerth","Yes",1,"3P",
1505,"Pippa's Puppy","No…..","Yes",3,"4I",
1506,"Hippity Skippity Easter","Maria Fleming","Yes",3,"3V",
1507,"Bard Of Avon","William Shakespeare","No",1,"2V",
1508,"Bugs At Play","Sue whiting","Yes",4,"1M",
1509,"Favorite Storytime Tales","No…..","Yes",4,"4A",
1510,"Duck And Ducklings","No…..","Missing",4,"4U",
1511,"A B C An Amazing Alphabet Book","Dr.Seuss's","Yes",5,"4V",
1512,"A Trip in The Van","Joan Shefelbine","Missing",3,"3M",
1513,"Jumper And The Clown","Bobby Lynn Maslen","Yes",4,"5V",
1514,"Fun in The Sun ","Bobby Lynn Maslen","Yes",1,"4E",
1515,"The Cat In The Hat","Dr.Seuss","Yes",1,"3F",
1516,"I Can Read With My Eyes Shut","Dr.Seuss","Yes",2,"2G",
1517,"Let Me Read Cinderella","No…..","Yes",3,"5A",
1518,"Peg And Ted","Bobby Lynn Maslen","Yes",5,"2I",
1519,"Read With Me","William Murray","Yes",3,"5V",
1520,"Whose Home ?"," ","Yes",2,"5R","Damaged"
1521,"I Can Read With My Eyes Shut","Dr.Seuss","Yes",4,"1J",
1522,"The Grey Lady And The Strawberry Snatcher","Molly Bang","Yes",1,"3M",
1523,"My Album Of Flags","No…..","Missing",3,"2M",
1524,"Tinkle (Where Learning Meets Fun)","No…..","Missing",5,"5Z",
1525,"Bread Bread Bread","Ann Morris","Yes",1,"3S",
1526,"Go To The Zoo","Mark S.Bernthal","Yes",3,"4E",
1527,"Tinkle (With out cover)","No…..","Yes",2,"3H",
1528,"The Monster At The End of This Book","Jon Stone","Yes",3,"4I",
1529,"Chacha Chaudhary","No…..","Yes",1,"1K",
1530,"Duck And A Book","David Shannon","Yes",3,"3O",
1531,"Can You See What I See ?Games","Walter Wick","Missing",1,"4U",
1532,"Busy Beavers","Lydia Dabcovich","Yes",1,"4O",
1533,"Rain","Robert Kalan","Yes",4,"5A",
1534,"Lion King Not So Fast","Ellen Weiss","Yes",1,"5S",
1535,"Dinosaurs","No…..","Yes",1,"5U",
1536,"Journey Through The Farm","Steve Cox","Yes",2,"2A",
1537,"Lucky Pup's Christmas","Ken Brown","Yes",3,"1V",
1538,"Biscuit's Graduation Day","Alyssa Satin Capucilli","Yes",1,"3J",
1539,"Hide And Seek Turkeys","Judith Ross Enderle","Yes",1,"2K",
1540,"Frosty The Snow Man","Annie North Bedford","Yes",1,"2V",
1541,"5 Minute Good Night Stories","No…..","Missing",5,"1D",
1542,"Best Loved Children's Stories","No…..","Missing",5,"5R",
1543,"Treasure of Children's Classics","No…..","No",4,"3Q",
1544,"Puss in Boots","Christine Deverell","Yes",4,"5N",
1545,"Snow White","Christine Deverell","Missing",1,"1M",
1546,"Beauty And The Beast","Christine Deverell","Missing",4,"1R",
1547,"Famous Tables  Treasury","No…..","Missing",1,"2W",
1548,"Tinkle ( Double Digest)","No…..","Yes",3,"2D","Neelesh"
1549,"Famous Tables  Treasury","No…..","Yes",4,"5C",
1550,"Skiddle-De-Daddle","Tim Healey","Yes",3,"5T",
1551,"Thidwick The Big Hearted Moose","Dr.Seuss","Yes",5,"5F",
1552,"Tinkle (Sept-2007)","No…..","Missing",2,"4B",
1553,"Tinkle (Double Digest)","No…..","Yes",4,"1G",
1554,"Tinkle (Digest)","No…..","Yes",3,"3J",
1555,"Mickey Mouse","No…..","Yes",1,"4U",
1556,"Toilets,Telephones","Katie Daynes","Yes",4,"1U","Check basket"
1557,"Madelines Rescue","Ludwig Bemelmans","Yes",5,"5E",
1558,"Famous Tables  Treasury","No…..","Yes",2,"3I",
1559,"Famous  Tables Treasury","No…..","Missing",1,"5L",
1560,"Tinkle (Double Digest)","No…..","Yes",5,"5X",
1561,"Tinkle ( Digest)","No…..","Missing",5,"5Y","Prize bnj School ju"
1562,"Tinkle (Digest)","No…..","Missing",1,"3G",
1563,"Tinkle (Double Digest)","No…..","Yes",1,"5U",
1564,"Velveteen Rabbit ","Margery Williams","Yes",4,"2S",
1565,"Aesop's Fables (Most Popular)","No…..","Yes",2,"5F",
1566,"Tinkle (Digest No.216)","No…..","Missing",2,"3U",
1567,"Mickey Mouse Double Digest","No…..","Missing",1,"3F",
1568,"Snow White And The Seven Dwarfs","Gill Davies","Yes",4,"5M",
1569,"If I Ran The Rainforest","Bonnie Worth","Yes",3,"3I",
1570,"Busybodies (Activity Book)","No…..","Yes",1,"5D",
1571,"Albert Einstein Creative Genius","Joanne Mattern","Yes",5,"1A",
1572,"The Reluctant Dragon","Kenneth Grahame","Missing",2,"5B",
1573,"Meet The Robinsons","No…..","Yes",1,"2J",
1574,"Birbal,The Just","Amar Chitra Katha","Yes",3,"2A",
1575,"Mahabharata","Amar Chitra Katha","Yes",1,"5G",
1576,"Ganesha","Amar Chitra Katha","Yes",1,"5T",
1577,"Great Plays Of Kalidasa","Amar Chitra Katha","Yes",2,"1M",
1578,"Mahabharata","Amar Chitra Katha","Yes",1,"5A",
1579,"The Tale Of Peter Robbit ","Beatrix Potter","Yes",4,"2J",
1580,"Toy Story","No…..","Yes",1,"4D",
1581,"Donald Duck","No…..","Yes",3,"3E",
1582,"Winnie The Pooh And Tigger Too","Walt Disney's","Yes",4,"5Z",
1583,"The Little Mermaid ","Michael Teitelbaum","Yes",2,"2U",
1584,"Beauty And The Beast","Teddy Slater","Yes",2,"3W",
1585,"Kalia","No…..","Missing",1,"1G","Damage "
1586,"Always Room For One More","Sorche Nic Leodhas","Yes",3,"5G",
1587,"The Sorcerer's Apprentice","Don Ferguson","Yes",1,"2W",
1588,"The Lion King","Justine Korman","Yes",1,"2M",
1589,"Cinderella","No…..","Yes",4,"2R",
1590,"Children's First Encyclopedia Of Knowledge","kathy Allen","Yes",1,"3B",
1591,"My Book Of Trees","Nimret Handa","No",1,"5L",
1592,"Lakes & Rivers","Chris Arvetis","Yes",4,"4D",
1593,"More Buddhist Tales","Amar Chitra Katha","Yes",2,"5T",
1594,"Amazing Poisonous Animals","Alexandra Parsons","Missing",1,"1E",
1595,"Eyes On The Peacock's Tail","Vayu naidu","Yes",2,"1W",
1596,"101 Dalmatians","Justine Korman","Yes",3,"2R",
1597,"Beauty And The Beast The Teapot's Tale","Justine Korman","Yes",2,"1F",
1598,"The Jungle Book","Rudyard Kipling","Yes",2,"4L",
1599,"Aladdin","Karen kreider","Yes",2,"1B",
1600,"The Musical Donkey","Saeed Jaffrey","Yes",4,"2D",
1601,"The Four Friends","Saeed Jaffrey","Yes",2,"2G",
1602,"Quakes","Catherine McMorrow","Yes",2,"2Q",
1603,"Finding The Titanic","Robert D.Ballard","Yes",1,"1S",
1604,"Henry And Mudge Under The Yellow Moon","Cynthia Rylant","Yes",3,"1K",
1605,"Pocahontas ","Justine Korman","Yes",5,"2Q",
1606,"Fun And Easy Origami","Deborah Schecter","Yes",2,"3I",
1607,"I Also Want To Be………","Jyoti Singh Visvanath","Yes",4,"1F",
1608,"Junior Chandamama","No…..","Yes",2,"3Z",
1609,"The Mystery Of The Spotted Band","Sir Arthur Conan Doyle","Yes",2,"5P",
1610,"Shivaji The Great Maratha","Amar Chitra Katha","Yes",2,"1B",
1611,"Children's First Encyclopedia Of Knowledge","kathy Allen","Yes",2,"3L",
1612,"Kumbhakarna","Amar Chitra Katha","Yes",5,"4O",
1613,"Birbal The Genius","Amar Chitra Katha","Missing",1,"4J",
1614,"Sri Ram's Moral Story Book Step-XIII","No…..","Missing",3,"1R",
1615,,,,1,"3I",
1616,,,,2,"4T",
1617,"Birbal The Genius",,,1,"3E",
1618,,,,1,"2S",
1619,"Moral Stories","Alka","Yes",2,"5M",
1620,"Up Close Exploring Nature","Sarah Jane Brian","Yes",4,"1G",
1621,"Dandi March","Sandhya Rao","Missing",2,"1N",
1622,"Rani Of Jhansi","Sandhya Rao","Missing",2,"3E",
1623,"A Vision Of INDIA The Country","Swarn Khandpur","Yes",3,"4B",
1624,"Weather  ","Simon Adams","Yes",4,"1S",
1625,"Spiders Spin Webs","Amanda O'Neill","Yes",3,"4I",
1626,"Totally Amazing  Insects","No…..","Yes",4,"4D",
1627,"India The Countery","Swarn Khandpur","Yes",1,"4M",
1628,"All About My Cat And Me","Don Harper","Yes",5,"4K",
1629,"All About My Dog And Me","Don Harper","Yes",1,"5R",
1630,"Out On The Prairie","Cora Taylor","Yes",3,"1G",
1631,"Junior Chandamama","No…..","Yes",4,"5W",
1632,"The Hershey's Milk Chocolate","Jerry Pallotta","Yes",3,"5O",
1633,"A Precious Life","Rosalyn White","Yes",4,"1J",
1634,"Science & Technology","Meena & Shipra","Yes",4,"2Y",
1635,"Scinece Experiments","Barbara Saffer,Ph.D","Yes",5,"5K",
1636,"Heidi","Jayanthi","Yes",4,"2Y",
1637,"Moral Stories Inspirational Stories Children","Bhikhabhai Suthar","Yes",5,"5U",
1638,"Geojunior","No…..","Yes",3,"1R",
1639,"Amazing World of Butterflies And Moths","Louis Sabin","Yes",5,"5I",
1640,"My Book Of Indian Festivals","Jamil Q.Varawala","Yes",2,"2M",
1641,"Festivals Of india","Anuradha Jha","Yes",5,"4D",
1642,"Jaguarundi","Virginia Hamilton","Yes",2,"4K",
1643,"Glants & Little People","Diane Goode's","Yes",1,"4H",
1644,"The Elenenth Hour","Graeme Base","Yes",5,"4L",
1645,"Pet Dictionary","No…..","Yes",5,"5W",
1646,"Bed Time Stories For Boys","Derek Hall","Yes",2,"4Y",
1647,"Max The Minnow","William Boniface","Missing",1,"4R",
1648,"The goose That Laid Golden Eggs","Anushka Ravishankar","Yes",5,"3U",
1649,"The Shepherd Boy","Anushka Ravishankar","Yes",2,"1V",
1650,"Noddy And The Bouncing Ball","Enid Blyton","Yes",3,"4W",
1651,"The Monkey And The Crocodile","Jagadish Aichroy","Yes",4,"2X",
1652,"The Three Fishes","Kalpish Ratna","Yes",4,"4D","Check basket"
1653,"I'M Sorry","Sam McBratney","Yes",5,"4Y",
1654,"Totally Amazing Mummies","No…..","Yes",1,"5O","Check basket"
1655,"Tarzan","No…..","Yes",2,"2F",
1656,"The Crow And The Pitcher","Kalpish Ratna","Yes",2,"1W",
1657,"The Little Mermaid ","No…..","Yes",4,"2Q",
1658,"Aladdin","No…..","Yes",3,"2Y","Check basket"
1659,"Noddy And The Pouring Rain","Enid Blyton","Yes",1,"5B",
1660,"Noddy And The Singing Bush","Enid Blyton","Missing",4,"3X",
1661,"Germs Make Me Sick","Melvin Berger","Yes",5,"5C",
1662,"Tinkle (Double Digest No.24)","No…..","Yes",4,"5Q",
1663,"Tinkle (Double Digest)","No…..","Yes",1,"4J",
1664,"Tinkle (Digest)","No…..","Yes",4,"3U",
1665,"Tinkle (Digest)","No…..","Missing",3,"1D",
1666,"Tinkle(Digest)","No…..","Missing",1,"4K",
1667,"Tinkle (Double Digest)","No…..","Yes",2,"1L",
1668,"Tinkle (Double Digest)","No…..","Missing",3,"3U",
1669,"Tinkle (Digest)","No…..","Missing",3,"2J",
1670,"Tinkle (Digest)","No…..","Yes",2,"2P",
1671,"Tinkle (Digest)","No…..","Missing",4,"3J",
1672,"Tinkle (Digest)","No…..","Missing",2,"3X",
1673,"Andaman Adventure  The Jarawa","Deepak Dalal","No",3,"1T",
1674,"Khushi Comics","No…..","Yes",4,"5Y",
1675,"Dinosaurs","Jay Johnson","Yes",2,"4G",
1676,"Ganesha","Amar Chitra Katha","Yes",2,"5S",
1677,"The Crows And The Serpent","Naseeruddin Shah","Yes",5,"2S",
1678,"The Chocolate Ocean","Sanchi Jain","Yes",2,"2D",
1679,"The Learned Pandit","Amar Chitra Katha","Yes",1,"1U",
1680,"Vishwamitra","Amar Chitra Katha","Yes",2,"5G",
1681,"Raman Of Tenali","Amar Chitra Katha","Yes",5,"5P",
1682,"Jamsetji tata","Amar Chitra Katha","Yes",5,"4A",
1683,"Chaitanya Mahaprabhu","Amar Chitra Katha","Yes",5,"1F",
1684,"Ram Shastri","Amar Chitra Katha","Yes",4,"5L",
1685,"Tinkle","No…..","Yes",5,"3D",
1686,"Night-Time Stories","No…..","Yes",2,"1D",
1687,"Field Trip To Niagara Falls","Geronimo Stilton","Missing",5,"3N","White"
1688,"Tornado","Betsy Byars","Missing",3,"1N","White"
1689,"The Black Stallion Revolts","Walter Farley","No",4,"2X","White"
1690,"The Case of the Eyeball Surprise","Susan Saunders","Missing",1,"3B","White"
1691,"The Secret Of The Forgotten City","Carolyn keene","No",2,"1H","White"
1692,"Ghosts Beneath Our Feet","Betty Ren Wright","No",3,"4N","White"
1693,"Emma Tupper's Diary","Peter Dickinson","No",4,"5D","White"
1694,"Little Sister # 111","Karen's Sap Mystery Ann M.artin","No",3,"4B","White"
1695,"Finding Nemo","Gail Herman","Missing",2,"5P","White"
1696,"Gullifur's Travels","Bard Strickland","Missing",1,"2X","White"
1697,"Forever Amber Brown","Paula Danziger","No",4,"1Z","White"
1698,"The Cricket In Times Square","George Selden","No",3,"5G","White"
1699,"Judy Blume","No…..","No",4,"1S","White"
1700,"Finding Nemo","Gail Herman","Yes",1,"4T","White"
1701,"Anastasia's Chosen Career","Lois Lowry","Yes",5,"5T","White"
1702,"Madagascar Movie Novel","Louise Gikow","Yes",2,"5J","White"
1703,"Scooby Doo","James Gelsey","Yes",3,"2X","White"
1704,"Encyclopedia Brown Keeps The Peace","Donala j.Sobol","Yes",3,"5O","White"
1705,"A Long Way From Chicago","Richard Peck","Yes",1,"5I","White"
1706,"Super Goof Balls","Pater Hannan","Yes",4,"4Y","White"
1707,"Shrek","Ellen Weiss","Yes",5,"4K","White"
1708,"The Rilloby Fair Mystery","Enid Blyton","Yes",1,"3Q","White"
1709,"Romona And Her Father","Beuerly Cleary","Yes",5,"3C","White"
1710,"The Famous Five","Enid Blyton","Yes",1,"4M","White"
1711,"Jugheads Double Digest","No…..","Yes",2,"4Z","White"
1712,"Almost Gone The World's Rarest Animals","Steve Jenkins","Yes",5,"2W","White"
1713,"Why Do Volcanoes Blow Their Tops ?","Melvin & Gilda Berger","Yes",5,"5H","White"
1714,"Horses","Patricia Lauber","Yes",2,"1D","White"
1715,"A Four Alphabet","Alan James Robinson","Yes",3,"5U","White"
1716,"Indian Tales And Folk Tales","Surendra Suman","Yes",4,"5V","White"
1717,"Our World","No…..","Yes",3,"3U","White"
1718,"The Magic Crystal","Heather Maisner","Yes",2,"2V","White"
1719,"The Lion Storyteller Bedtime","Bob Hartman","Yes",2,"4C","White"
1720,"The World of Science","No…..","Yes",1,"2M","White"
1721,"Stories of Animals","Virginia Cunningham","Yes",2,"3Z","White"
1722,"The Miracle Child","Elizabeth Laird","Yes",4,"3C","White"
1723,"Ashoka The Great","No…..","Missing",4,"2X","White"
1724,"Tales From Indian Classics ","Savitri","Yes",1,"4X","White"
1725,"Tales From Indian Classics (Golden Set)","Savitri","Yes",1,"1K","White"
1726,"My Dog Does My Homework","Shel Silverstein","Yes",5,"2R","White"
1727,"Little Women","Reita Sharma","Yes",2,"2T","White"
1728,"Tweak And The Absolutely Right Whale","Patricia Bell Dubin","Yes",4,"3J","White"
1729,"The First Humans","Peter Dennis","Yes",3,"1R","White"
1730,"Hardy Boys 42","Franklin W.Dixon","Yes",5,"3A","White"
1731,"Hardy Boys (The Secret of Wildcat swamp)","Franklin W.Dixon","Missing",5,"3K","White"
1732,"West Indian","Philip Sherlock","Yes",2,"5A","White"
1733,"A Figure in Hiding","Franklin W.Dixon","Yes",2,"1C","White"
1734,"Oxford Reading Circle Book 5","Nicholas Horsburgh","Yes",2,"5X","White"
1735,"Brownies","Jane O'Connor","Missing",5,"1E","White"
1736,"I Amber Brown","Paula Danziger","Yes",2,"2Q","White"
1737,"MR.Popper's Penguins","Richard  And Florence Atwater","Yes",5,"1V","White"
1738,"The Mystery Of The Disappearing Cat","Enid Blyton","Yes",4,"4N","White"
1739,"The Secret Seven(Fun For The Secret Seven)","Enid Blyton","Yes",2,"4K","White"
1740,"Call It Courage","Armstrong Sperry","Yes",5,"3T","White"
1741,"Hello,My Name Is Scrambled Eggs","Jamie Gilson","Yes",4,"5V","White"
1742,"Journey To The Centre Of The Earth","Jules Verne","Yes",4,"3E","White"
1743,"B,My Name Is Bunny","Norma Fox Mazer","Yes",4,"3Z","White"
1744,"Runaway Ralph","Beverly Cleary","Yes",3,"3Q","White"
